"","subj","pers","alpha","beta_1_MB","beta_1_MF","beta_2"
"67",248,0.323760405473522,0.186013687846867,0.0844852424819145,0.324417367238262,1.09015302815549
"68",250,-0.131295482202975,0.420802038449203,0.0734837008985377,0.842897872236071,0.662264297688034
"69",251,0.537413274469758,0.0729681771221022,0.0264605965454088,0.511479753906105,0.210461646288503
"70",252,0.433392822358697,0.13468851469525,0.0960371938715419,0.525844318545289,0.669985981319252
"71",253,0.724943684780644,0.138184750807718,0.0649734691527563,0.142644131558606,0.678546451027725
"72",256,0.360492351342771,0.0890662998492281,0.0998992508847352,0.385715845715087,0.608249856603459
"73",257,0.00753149017175799,0.077197770821789,0.0749797860866215,0.239462323148328,0.404245624032032
"74",258,0.101448603329801,0.117101403020132,0.0802468964898681,-0.026066545820208,0.706955305745426
"75",259,0.225038141513216,0.228611098675034,0.0379910558412327,0.455441397049224,0.898814785393433
"76",260,0.265277978942823,0.0644996430031568,0.0294689397578982,0.116887953638721,0.228320618423287
"77",261,0.520322356440197,0.429340173012895,0.0935835413014982,0.864435755334327,0.974321562985538
"78",262,0.394582340465603,0.601825302539317,0.0584594773416378,1.10893317761479,1.02603254580538
"79",263,0.575973107376591,0.537345651494077,0.0790888309177046,1.37479873681002,1.83694540794806
"80",264,0.279667445453327,0.375130585927046,0.0615679898043221,-0.0214902430462207,0.0238522405661045
"81",265,0.304047541294455,0.27373285725985,0.00322406954023668,0.0734663395315641,0.303643279450255
"82",304,0.174575267671902,0.169880954941235,0.00169904139171,0.0477140346713496,1.30380718852826
"83",305,0.126691532418635,0.148465024746585,-0.0172182174534042,0.441582963909099,0.754595363758453
"84",306,0.372223964396003,0.199327410955401,0.0128096200445434,0.571029143022105,1.04906369889413
"85",308,0.599598578693583,0.745675887869604,0.0287368386884533,1.01851540501972,0.885447381717784
"86",309,0.591289437156386,0.166221307097233,0.0736473596861907,0.778622737712975,0.737538585325632
"87",312,0.435305486554389,0.156589410822032,0.0588205834936048,0.710795377128671,0.154804685261963
"88",315,0.560570020582998,0.335739316141002,0.120229986945218,1.12314033308213,1.88628842462514
"89",316,0.5042436116106,0.185703160987229,0.0149766065240274,0.635018402735737,1.34003488284519
"90",318,0.178925717857992,0.241181920226873,0.0407195026952723,0.213390558558443,0.623320644259059
"91",319,-0.0345964704956689,0.438372596769178,-0.0251939041374577,0.131495151717394,0.516033700361185
"92",321,0.192551825754442,0.0923441491506116,0.0418779476499321,0.361082728651384,0.341510856314729
"93",325,0.592810834680309,0.255454718595981,0.0421122932340679,0.871224004298701,0.857536456003979
"94",326,-0.0534914224981278,0.169642542400929,0.0398630488788246,0.884873526405572,0.595000330150089
"95",327,0.243675323338136,0.134858301299119,0.0460096829868305,0.885086756513153,0.534482264110451
"96",332,-0.107863972197827,0.373581334900625,0.0386182840573589,0.318078457776028,0.19166712405168
"97",335,0.669874140370781,0.107361024633474,0.054245778579666,0.652353671238114,0.980719351363037
"98",336,-0.115106030426066,0.397100219319663,0.01302948491133,0.662747191002234,1.21514548877374
"99",338,-0.126851053912567,0.196294091837006,-0.0263290077735954,0.249606470507795,0.193751874978035
"100",343,0.0600406606648436,0.25608746652052,-0.0431762646085556,0.547605561233015,0.866313397759878
"101",341,1.02084336213417,0.220232169961212,0.0635402837892403,0.952980081558809,0.14862023730274
"102",346,0.480777955182109,0.357700925771506,0.0735080742019604,0.847116542369786,1.4168628242663
"103",349,0.522902051012839,0.307683303615801,0.0448667643102935,-0.00702400258036324,0.20154302392359
"104",356,0.276252795718851,0.102938351138422,0.0489071096723901,0.603713221166571,0.957515325837934
"105",358,0.462059726617557,0.332611062298988,0.0580600693922432,0.619445409734774,1.17181815630379
"106",359,0.00214032072273603,0.158796541085425,0.0287019020095095,0.168808685985715,0.822705343222495
"107",360,0.463435527016207,0.0933765774153573,0.0672487925121433,0.751413428020337,0.296996404545508
"108",361,0.497303055708551,0.55250175876449,-0.00364097908053544,0.376851394088022,-0.0911024958593854
"109",363,0.910704528407295,0.15882807275008,-0.00834448810386184,0.692540818330565,0.226733799354137
"110",364,0.508031998543518,0.102451277346328,-0.0190848489055983,0.106092693448585,0.432716615206755
"111",366,0.364344078432397,0.224714150037707,0.0263051213213023,0.353718812057546,0.0454488513518069
"112",367,0.174102832952935,0.0344140838457033,0.0882744591107534,0.125542637100558,0.179914198421958
"113",368,0.463067534571464,0.434469084836812,0.191259172785982,0.931484126223607,1.78059943997915
"114",371,0.411258566211101,0.349209779200146,0.110931789686879,0.75544049005064,0.947309439617859
"115",372,0.202122903513722,0.171399696164743,0.0925770704093667,0.605876456363549,-0.0144682996705209
"116",373,0.203239626776814,0.329959118890654,-0.0149644372225028,-0.020214552919509,0.0838623283937833
"117",374,0.1938822867339,0.371854299646485,0.142292249888756,0.073212832230393,0.169691950551516
"118",375,0.00980444429139685,0.421877781726681,0.0797436950086725,0.780563482606089,2.02555951593669
"119",377,-0.268662077861648,0.328142126758855,0.0842822045130369,-0.0753641379354818,-0.0349487700406386
"120",378,0.216991102446691,0.17419316073576,-0.00379540587221822,0.344889875112519,0.479285164778464
"121",380,0.119675761749037,0.350149303926502,0.0172914409765672,0.0340026704973567,0.0617080078286815
"122",381,-0.055618772030157,0.319664978038755,0.0153099172757587,0.182313768274016,-0.0588684913604843
"123",382,0.508841920679169,0.334380591599718,-0.000271318129950259,-0.23295876679659,0.214089681107744
